1,"עשרות אנשים מגיעים מ תאילנד ל ישראל כש הם נרשמים כ מתנדבים , אך למעשה משמשים עובדים שכירים זולים .","עשרות אנשים מגיעים מ תאילנד ל ישראל כש הם נרשמים כ מתנדבים , אך למעשה משמשים עובדים שכירים זולים .",1
3819,"אלה ה ממשיכים לטפל ב ה_ סימפטום במקום ב שורש ה בעיה מוצאים עידוד בגלל ה גידול ה דרמטי ב מספר ה תושבים , לאחר תקופה ארוכה של קיפאון ו נסיגה , מה גם ש מדובר ב "" עלייה טובה "" .","אלה ה ממשיכים לטפל ב ה סימפטום במקום ב שורש ה בעיה מוצאים עידוד בגלל ה גידול ה דרמטי ב מספר ה תושבים , לאחר תקופה ארוכה של קיפאון ו נסיגה , מה גם ש מדובר ב "" עלייה טובה "" .",3810
3820,ה היסטוריון ה אמריקאי סנטיאנה כבר אמר מזמן ש מי ש לא רוצה ללמוד מן ה היסטוריה נידון לחיות אותה שוב .,ה היסטוריון ה אמריקאי סנטיאנה כבר אמר מזמן ש מי ש לא רוצה ללמוד מן ה היסטוריה נידון לחיות את היא שוב .,3811
3821,"בואם של עולים רבים הוא ברכה ל ה_ מדינה , אך הפנייתם ה ישירה ל עיירות ה פיתוח , כפי ש הן , עלולה להיות שוב בכייה ל דורות .","בואם של עולים רבים הוא ברכה ל ה מדינה , אך הפנייתם ה ישירה ל עיירות ה פיתוח , כפי ש הן , עלולה להיות שוב בכייה ל דורות .",3812
3822,"אוכלוסיית ה עולים ה חדשים , גם אם תהיה כולה מורכבת מ אנשים בוגרי בתי - ספר גבוהים , תמצא עצמה לפחות ב ה_ שלב ה ראשון חוזרת ל כיתה א , עם אותה תחושה של חרדה ו של חוסר אונים .","אוכלוסיית ה עולים ה חדשים , גם אם תהיה כולה מורכבת מ אנשים בוגרי בתי - ספר גבוהים , תמצא עצמה לפחות ב ה שלב ה ראשון חוזרת ל כיתה א , עם אותה תחושה של חרדה ו של חוסר אונים .",3813
3823,"אי - אפשר לצפות ש אוכלוסייה ה שקועה ב משבר ה הלם ה תרבותי - חברתי תתרום ל שיפור מצבן של עיירות ה פיתוח , ה ספוגות זה דורות אווירה של סף - יאוש מהולה ב קיפוח .","אי - אפשר לצפות ש אוכלוסייה ה שקועה ב משבר ה הלם ה תרבותי - חברתי תתרום ל שיפור מצבן של עיירות ה פיתוח , ה ספוגות זה דורות אווירה של סף - יאוש מהולה ב קיפוח .",3814
3824,"רוב ה עולים ה חדשים יגיעו ל עיירות ה פיתוח מ חוסר ברירה , ו מיד עם בואם יתחיל ה מיון .","רוב ה עולים ה חדשים יגיעו ל עיירות ה פיתוח מ חוסר ברירה , ו מיד עם בואם יתחיל ה מיון .",3815
3825,"מהירי ה תפישה , בעלי כושר הסתגלות גבוה , יטלו סיכון מחושב ו ינסו את מזלם ב ה_ אזורים ה מבוססים של ה ארץ ; אחריהם יעזבו אלה ש יקבלו עידוד ו סיוע מן ה ראשונים ו כך הלאה .","מהירי ה תפישה , בעלי כושר הסתגלות גבוה , יטלו סיכון מחושב ו ינסו את מזלם ב ה אזורים ה מבוססים של ה ארץ ; אחרי הם יעזבו אלה ש יקבלו עידוד ו סיוע מן ה ראשונים ו כך הלאה .",3816
3826,"ו שוב ניווכח ש ה שהייה ב ה_ עיירה תהיה ל רוב ה עולים ה אלה , כפי ש קרה עם עולי שנות ה 05 ו ה 06 , אפיזודה חולפת , מעין תחנת מעבר .","ו שוב ניווכח ש ה שהייה ב ה עיירה תהיה ל רוב ה עולים ה אלה , כפי ש קרה עם עולי שנות ה 05 ו ה 06 , אפיזודה חולפת , מעין תחנת מעבר .",3817
3827,"הם ישאירו מאחוריהם את כל אלה ש לא למדו מספיק , ש לא יכלו ; ו בעבור ה מיעוט ה זה ה עיירה תהפוך ל מלכודת .","הם ישאירו מאחורי הם את כל אלה ש לא למדו מספיק , ש לא יכלו ; ו בעבור ה מיעוט ה זה ה עיירה תהפוך ל מלכודת .",3818
3828,ו כך ה חלשים של עליית שנות ה 09 יצטרפו ל וותיקי ה עליות ה קודמות ו יחד יתחזקו בתביעתם ל תמיכות ו ל עוד פרויקט שיקום .,ו כך ה חלשים של עליית שנות ה 09 יצטרפו ל וותיקי ה עליות ה קודמות ו יחד יתחזקו ב תביעתם ל תמיכות ו ל עוד פרויקט שיקום .,3819
3829,"ו אף - על - פי - כן , עיירת ה פיתוח אינה תופעת טבע , מעשה ה השגחה ה עליונה ; היא רק תולדה של מחדלי ה אדם .","ו אף - על - פי - כן , עיירת ה פיתוח אינה תופעת טבע , מעשה ה השגחה ה עליונה ; היא רק תולדה של מחדלי ה אדם .",3820
3830,ביכולתו של ה אדם לכפר עליהם על - ידי תיקונם אם הוא הבין את סיבת כישלונו .,ב יכולתו של ה אדם לכפר עלי הם על - ידי תיקונם אם הוא הבין את סיבת כישלונו .,3821
3831,"ה הצהרות על הכפלת ה אוכלוסייה ה חלשה של עיירות ה פיתוח על - ידי הוספה של תושבים מוחלשים , מצביעות על כך ש דבר לא נלמד .","ה הצהרות על הכפלת ה אוכלוסייה ה חלשה של עיירות ה פיתוח על - ידי הוספה של תושבים מוחלשים , מצביעות על כך ש דבר לא נלמד .",3822
3832,פריצת מעגל ה קסמים שבו שרויה עיירת פיתוח לא תושג ב דרך אגב .,פריצת מעגל ה קסמים ש ב הוא שרויה עיירת פיתוח לא תושג ב דרך אגב .,3823
3833,"אפשר לחשוב על שני פיתרונות ל ה_ בעיה ה רובצת על ה חברה זה עשרות שנים : א ) הרכבת תוכנית שבמסגרתה תינתן אפשרות ל ה_ אוכלוסייה ה לכודה ב עיירת ה פיתוח לעזוב אותה מ רצון , לבחון מחדש את מיקומה ה גיאו - כלכלי - ביטחוני ו לגשת לאכלוסה מ בראשית על - ידי תושבים מבוססים , אשר יקבלו סיוע חד - פעמי ו חופש פעולה מירבי ב עיצוב ה ישוב למען עצמם .","אפשר לחשוב על שני פיתרונות ל ה בעיה ה רובצת על ה חברה זה עשרות שנים : א ) הרכבת תוכנית ש ב מסגרתה תינתן אפשרות ל ה אוכלוסייה ה לכודה ב עיירת ה פיתוח לעזוב את היא מ רצון , לבחון מחדש את מיקומה ה גיאו - כלכלי - ביטחוני ו לגשת ל אכלוסה מ בראשית על - ידי תושבים מבוססים , אשר יקבלו סיוע חד - פעמי ו חופש פעולה מירבי ב עיצוב ה ישוב למען עצמם .",3824
3834,"ב ) ליצור תנאים מושכים ( ב ה_ שיכון ו ב ה_ תעסוקה ) כדי למשוך ב מבצע מרוכז אוכלוסייה מבוססת , מן ה היבט ה תרבותי - חברתי .","ב ) ליצור תנאים מושכים ( ב ה שיכון ו ב ה תעסוקה ) כדי למשוך ב מבצע מרוכז אוכלוסייה מבוססת , מן ה היבט ה תרבותי - חברתי .",3825
3835,אוכלוסייה זו תביא ל שינוי פני ה עיירה שכן ביכולתה להשתלב מהר מאד ב הנהגת ה יישוב ב ה_ מובן ה רחב של ה מילה .,אוכלוסייה זו תביא ל שינוי פני ה עיירה שכן ב יכולתה להשתלב מהר מאד ב הנהגת ה יישוב ב ה מובן ה רחב של ה מילה .,3826
3836,ל ה_ עולים אין מקום ב תוכניות אלו .,ל ה עולים אין מקום ב תוכניות אלו .,3827
3837,"אפשר לעודדם לבוא אך ו רק ל ה_ יישובים , ש נחלצו מן ה הגדרה "" עיירת פיתוח "" , בזכות ה גרעין ה חזק של אוכלוסייה ותיקה , כמו כרמיאל ב ה_ צפון ו ערד ב ה_ דרום .","אפשר לעודד את הם לבוא אך ו רק ל ה יישובים , ש נחלצו מן ה הגדרה "" עיירת פיתוח "" , בזכות ה גרעין ה חזק של אוכלוסייה ותיקה , כמו כרמיאל ב ה צפון ו ערד ב ה דרום .",3828
3838,"אפשר גם לתמוך ב התארגנות של קבוצות - עולים , אשר ירצו להצטרף ל ה_ גרעינים של ילידי ה ארץ , כדי להקים ישובים חדשים ב ה_ נגב ו ב ה_ גליל , ו כך להפוך את הגירתם ל עלייה ב מלוא ה משמעות ה ציונית .","אפשר גם לתמוך ב התארגנות של קבוצות - עולים , אשר ירצו להצטרף ל ה גרעינים של ילידי ה ארץ , כדי להקים ישובים חדשים ב ה נגב ו ב ה גליל , ו כך להפוך את הגירתם ל עלייה ב מלוא ה משמעות ה ציונית .",3829
3839,שני ה אתגרים של ה עלייה ו של עיירות ה פיתוח ראויים ל התמודדות יחודית ו כנה .,שני ה אתגרים של ה עלייה ו של עיירות ה פיתוח ראויים ל התמודדות יחודית ו כנה .,3830
3840,"ו הפעם נוכל לאמר ל אלה אשר כבר מכינים תיק גדוש "" נסיבות מקלות "" , ש הם לא יוכלו להתנער מן ה אחריות ה כבדה שבעתיים מ זו ש רובצת על מנהיגי ה מדינה ה צעירה , ש היתה חסרת ה אמצעים ו כל ניסיון קודם .","ו הפעם נוכל לאמר ל אלה אשר כבר מכינים תיק גדוש "" נסיבות מקלות "" , ש הם לא יוכלו להתנער מן ה אחריות ה כבדה שבעתיים מ זו ש רובצת על מנהיגי ה מדינה ה צעירה , ש היתה חסרת ה אמצעים ו כל ניסיון קודם .",3831
3841,מ מועמדי מפלגת ה שלטון ה מצרית הודחו מן ה רשימה לאחר ש התברר כי נחשדו ב שחיתות .,מ מועמדי מפלגת ה שלטון ה מצרית הודחו מן ה רשימה לאחר ש התברר כי נחשדו ב שחיתות .,3832
3842,בין ה מועמדים היו סוחרי סמים ו ראשי כנופיות .,בין ה מועמדים היו סוחרי סמים ו ראשי כנופיות .,3833
3843,"עורך ה עיתון "" אל - אחבאר "" תוקף על רקע זה את ראשי ה מפלגה , אף ש ביטלה את מועמדותם .","עורך ה עיתון "" אל - אחבאר "" תוקף על רקע זה את ראשי ה מפלגה , אף ש ביטלה את מועמדותם .",3834
3844,"ה עורך מוסטאפה אמין כותב : "" אמנם טוב עשתה ה מפלגה ה דמוקרטית כש הרחיקה מ רשימות ה מועמדים שלה ל ה_ בחירות ה קרובות ל מועצת ה עם 06 % מציריה ב מועצת ה עם , שחלקם מואשמים ב סחר ב סמים וחלקם ידועים ב ניצול השפעתם ו ב השגת רווח אסור .","ה עורך מוסטאפה אמין כותב : "" אמנם טוב עשתה ה מפלגה ה דמוקרטית כש הרחיקה מ רשימות ה מועמדים של היא ל ה בחירות ה קרובות ל מועצת ה עם 06 % מ ציריה ב מועצת ה עם , ש חלקם מואשמים ב סחר ב סמים ו חלקם ידועים ב ניצול השפעתם ו ב השגת רווח אסור .",3835
3845,"אולם עולה כאן ה שאלה , כיצד הסכימו ה מנגנונים ו מושלי ה מחוזות מלכתחילה ל הצגת מועמדותם של ראשי כנופיות ו סוחרי סמים , כדי ש ייצגו את מפלגת ה רוב .","אולם עולה כאן ה שאלה , כיצד הסכימו ה מנגנונים ו מושלי ה מחוזות מלכתחילה ל הצגת מועמדותם של ראשי כנופיות ו סוחרי סמים , כדי ש ייצגו את מפלגת ה רוב .",3836
3846,""" משמעות ה דבר היא ש מועצת ה עם , ש כיהנה במשך חמש שנים , היתה מושחתת .",""" משמעות ה דבר היא ש מועצת ה עם , ש כיהנה במשך חמש שנים , היתה מושחתת .",3837
3847,היו גם צירים שבחירתם לא היתה חוקית לפי קביעת בית ה משפט .,היו גם צירים ש בחירתם לא היתה חוקית לפי קביעת בית ה משפט .,3838
3848,"יתר על כן , משמעות ה דבר ש מועצה זו היתה ברובה בלתי - חוקית ו כל ה החלטות ש קיבלה ו ה חוקים ש חוקקה עמדו ב סתירה ל ה_ חוקה .","יתר על כן , משמעות ה דבר ש מועצה זו היתה ב רובה בלתי - חוקית ו כל ה החלטות ש קיבלה ו ה חוקים ש חוקקה עמדו ב סתירה ל ה חוקה .",3839
